"size_code","width_mm","aspect_ratio_pct","rim_in","unloaded_diameter_mm","unloaded_radius_mm","unloaded_circumference_mm","dynamic_factor","expected_rolling_radius_mm","expected_effective_circumference_mm","source","notes"
"225/80R16","225","80","16","766.4","383.2","2407.717","0.97","371.704","2335.485","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/35R15","235","35","15","545.5","272.75","1713.739","0.97","264.568","1662.327","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/35R16","235","35","16","570.9","285.45","1793.535","0.97","276.887","1739.729","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/35R17","235","35","17","596.3","298.15","1873.332","0.97","289.206","1817.132","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/35R18","235","35","18","621.7","310.85","1953.128","0.97","301.525","1894.534","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/35R19","235","35","19","647.1","323.55","2032.925","0.97","313.844","1971.937","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/35R20","235","35","20","672.5","336.25","2112.721","0.97","326.163","2049.339","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/40R15","235","40","15","569","284.5","1787.566","0.97","275.965","1733.939","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/40R16","235","40","16","594.4","297.2","1867.363","0.97","288.284","1811.342","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/40R17","235","40","17","619.8","309.9","1947.159","0.97","300.603","1888.744","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/40R18","235","40","18","645.2","322.6","2026.956","0.97","312.922","1966.147","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/40R19","235","40","19","670.6","335.3","2106.752","0.97","325.241","2043.549","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/40R20","235","40","20","696","348","2186.548","0.97","337.56","2120.952","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/45R14","235","45","14","567.1","283.55","1781.597","0.97","275.044","1728.149","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/45R15","235","45","15","592.5","296.25","1861.394","0.97","287.363","1805.552","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/45R16","235","45","16","617.9","308.95","1941.19","0.97","299.682","1882.954","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/45R17","235","45","17","643.3","321.65","2020.987","0.97","312.001","1960.357","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/45R18","235","45","18","668.7","334.35","2100.783","0.97","324.32","2037.76","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/45R19","235","45","19","694.1","347.05","2180.579","0.97","336.639","2115.162","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/50R13","235","50","13","565.2","282.6","1775.628","0.97","274.122","1722.359","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/50R14","235","50","14","590.6","295.3","1855.425","0.97","286.441","1799.762","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/50R15","235","50","15","616","308","1935.221","0.97","298.76","1877.164","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/50R16","235","50","16","641.4","320.7","2015.018","0.97","311.079","1954.567","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/50R17","235","50","17","666.8","333.4","2094.814","0.97","323.398","2031.97","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/50R18","235","50","18","692.2","346.1","2174.61","0.97","335.717","2109.372","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/50R19","235","50","19","717.6","358.8","2254.407","0.97","348.036","2186.775","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/55R14","235","55","14","614.1","307.05","1929.252","0.97","297.839","1871.374","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/55R15","235","55","15","639.5","319.75","2009.049","0.97","310.158","1948.777","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/55R16","235","55","16","664.9","332.45","2088.845","0.97","322.477","2026.18","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/55R17","235","55","17","690.3","345.15","2168.641","0.97","334.796","2103.582","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/55R18","235","55","18","715.7","357.85","2248.438","0.97","347.115","2180.985","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/55R19","235","55","19","741.1","370.55","2328.234","0.97","359.434","2258.387","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/60R12","235","60","12","586.8","293.4","1843.487","0.97","284.598","1788.182","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/60R13","235","60","13","612.2","306.1","1923.283","0.97","296.917","1865.585","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/60R14","235","60","14","637.6","318.8","2003.079","0.97","309.236","1942.987","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/60R15","235","60","15","663","331.5","2082.876","0.97","321.555","2020.39","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/60R16","235","60","16","688.4","344.2","2162.672","0.97","333.874","2097.792","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/60R17","235","60","17","713.8","356.9","2242.469","0.97","346.193","2175.195","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/60R18","235","60","18","739.2","369.6","2322.265","0.97","358.512","2252.597","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/65R12","235","65","12","610.3","305.15","1917.314","0.97","295.996","1859.795","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/65R13","235","65","13","635.7","317.85","1997.11","0.97","308.315","1937.197","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/65R14","235","65","14","661.1","330.55","2076.907","0.97","320.634","2014.6","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/65R15","235","65","15","686.5","343.25","2156.703","0.97","332.953","2092.002","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/65R16","235","65","16","711.9","355.95","2236.5","0.97","345.272","2169.405","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/65R17","235","65","17","737.3","368.65","2316.296","0.97","357.591","2246.807","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/70R10","235","70","10","583","291.5","1831.549","0.97","282.755","1776.602","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/70R12","235","70","12","633.8","316.9","1991.141","0.97","307.393","1931.407","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/70R13","235","70","13","659.2","329.6","2070.938","0.97","319.712","2008.81","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/70R14","235","70","14","684.6","342.3","2150.734","0.97","332.031","2086.212","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"235/70R15","235","70","15","710","355","2230.531","0.97","344.35","2163.615","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
